date,year,type,country,area,location,activity,sex,age,injury,fatal (y/n),species,month,sex_count,hemisphere,season_hemisphere
May,1959,Unprovoked,USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",,F,37,Minor injuries,N,1.2 m [4'] shark,May,0.0,North Hemisphere,spring
May,1959,Unprovoked,USA,California,"Baker Beach, San Francisco County",Treading water,M,18,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Y,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,1.0,North Hemisphere,spring
May,1959,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing,M,19,Lacerated hip & hands,N,"Tiger shark, 3.7 m [12']",May,1.0,North Hemisphere,spring
Apr,1959,Invalid,AUSTRALIA,New South Wales,Maroubra Bay,Spearfishing,M,22,Thigh lacerated,,Questionable incident,Apr,1.0,South Hemisphere,autumn
Apr,1959,Unprovoked,AUSTRALIA,Torres Strait,"Coconut Island , 100 miles east of Thursday Island",Diving for pearl shell,M,43,Left hand lacerated when he tried to ward off shark,N,"Tiger shark, 1.8 m [6'] ",Apr,1.0,South Hemisphere,autumn
Mar,1959,Unprovoked,USA,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County",Swimming,M,13,"Bumped, then knee bitten",N,,Mar,1.0,North Hemisphere,spring
Mar,1959,Unprovoked,PHILIPPINES,Mindanao,"Mouth of Langoyan River, Davao City",Lifeboat capsized,M,20,"FATAL, body not recovered",Y,,Mar,1.0,North Hemisphere,spring
Feb,1959,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"Trenchs Beach, Guadalcanal Island",Bathing with sister,M,15,"FATAL, body not recovered",Y,,Feb,1.0,South Hemisphere,summer
Feb,1959,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,Treading water,M,14,Leg severed below knee,N,1.8 to 2.1 m [6' to 7'] shark,Feb,1.0,South Hemisphere,summer
Jan,1959,Unprovoked,AUSTRALIA,Western Australia,South Perth,Working prawn net,M,20,Sharks tail grazed his shin,N,"Grey nurse shark, 1.8 m [6']",Jan,1.0,South Hemisphere,summer
Jan,1959,Unprovoked,ECUADOR,Galapagos Islands,Crewing on  the tuna clipper Mary Barbara,Washed overboard into school of fish,M,57,Right leg & left foot lacerated,N,Bitten by several 1.8 m [6'] sharks,Jan,1.0,South Hemisphere,summer
Jan,1959,Unprovoked,AUSTRALIA,Tasmania,"Whale Bay, King Island, Bass Strait",Swimming with motor tube,M,16,Thigh bitten,N,,Jan,1.0,South Hemisphere,summer
Jan,1959,Unprovoked,AUSTRALIA,Tasmania,Safety Cove,In deep water about 100 yards from his ship,M,22,FATAL,Y,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,1.0,South Hemisphere,summer
Jan,1959,Unprovoked,AUSTRALIA,Queensland,Alexandra Headland near Mooloolaba,"Surfing, but treading water",M,17,Right foot & toe bitten,N,1.8 m [6'] shark,Jan,1.0,South Hemisphere,summer
Jan,1959,Unprovoked,SOUTH AFRICA,Western Cape Province,Melkbaai,Swimming,M,18,Thigh & both wrists lacerated,N,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,1.0,South Hemisphere,summer
Jan,1959,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Swimming ashore from fishing boat swamped and sunk by a squall,M,33,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,,Jan,1.0,South Hemisphere,summer
Dec,1958,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,M,14,FATAL,Y,,Dec,1.0,South Hemisphere,summer
Dec,1958,Unprovoked,USA,Hawaii,"Near Twin Islands off Lanikai, O'ahu (east coast)",Surfing on air mattress,M,15,"FATAL, leg severed  ",Y,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,1.0,North Hemisphere,winter
Dec,1958,Unprovoked,AMERICAN SAMOA,Tutuila Island,Van Camp wharf,Cleaning hull of ship ,M,22,"FATAL, left thigh & hip bitten  ",Y,Tiger shark,Dec,1.0,North Hemisphere,winter
Nov,1958,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,Swimming,M,21,FATAL,Y,12' shark,Nov,1.0,South Hemisphere,spring
Oct,1958,Unprovoked,USA,California,"Coronado Strand, San Diego County",Swimming near jetty,M,15,"Left arm, hips & leg lacerated",N,,Oct,1.0,North Hemisphere,autumn
Oct,1958,Unprovoked,USA,Florida,"Baker's Haulover, Miami Beach",,M,60,No injury,N,,Oct,1.0,North Hemisphere,autumn
Sep,1958,Unprovoked,ANDAMAN / NICOBAR ISLANDAS,,,"""Climbing up to ship after repairing the stern in water""",M,32,"FATAL, leg bitten ",Y,Blue shark,Sep,1.0,South Hemisphere,spring
Sep,1958,Unprovoked,BAHAMAS,Cat Cay,off yacht Serenade,Fishing,M,42,Right forearm lacerated,N,200-lb shark,Sep,1.0,North Hemisphere,autumn
Sep,1958,Provoked,USA,New York,Staten Island,Spearfishing,M,20,Bitten by harpooned shark PROVOKED INCIDENT,N,,Sep,1.0,North Hemisphere,autumn
Jul,1958,Unprovoked,USA,Florida,"9 miles north of Turtle Beach, Siesta Key, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,12,3 lacerations on leg,N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,1.0,North Hemisphere,summer
Jul,1958,Unprovoked,USA,Florida,"Longboat Key, Sarasota, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,8,"Left hand and  leg bitten, leg surgically amputated below hip",N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,1.0,North Hemisphere,summer
Jul,1958,Unprovoked,USA,Florida,"Key West, Monroe County",,M,35,FATAL  Autopsy report: bitten by shark while still alive,Y,,Jul,1.0,North Hemisphere,summer
Jul,1958,Unprovoked,KENYA,Coast Province,Port Kilindeni / Mombasa Harbor,Swimming,M,21,"FATAL, leg severed ",Y,,Jul,1.0,South Hemisphere,winter
Jul,1958,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Left shoulder bitten ,N,Sharks averaged 1.8 m [6'] in length,Jul,1.0,,
Jul,1958,Provoked,USA,Florida,"Siesta Key, Sarasota County",Free diving,M,20,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",N,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,1.0,North Hemisphere,summer
Jul,1958,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Maritzoan, east coast of Namatanai",Swimming,M,38,"FATAL, left arm severed ",Y,,Jul,1.0,South Hemisphere,winter
Jun,1958,Provoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,59,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,N,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,1.0,North Hemisphere,summer
Jun,1958,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Walking,M,17,Lower left leg & foot bitten,N,Tiger shark?,Jun,1.0,North Hemisphere,summer
Apr,1958,Provoked,USA,Florida,1 mile off Miami Beach,Free diving,M,29,"Grabbed sharks tail, shark bit his thigh PROVOKED INCIDENT",N,"Nurse shark, 1.5 m [5'] ",Apr,1.0,North Hemisphere,spring
Apr,1958,Unprovoked,TAIWAN,Taipei Hsien,Off Cape of Pi-tou,Diving,M,29,Right cheek bitten,N,"Mako shark, 100-kg [221-lb] ",Apr,1.0,North Hemisphere,spring
Apr,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Uvongo,Paddling in knee-deep water,F,28,FATAL,Y,3 m [10'] shark,Apr,0.0,South Hemisphere,autumn
Apr,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming with goggles,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,3 m [10'] shark,Apr,1.0,South Hemisphere,autumn
Feb,1958,Invalid,AUSTRALIA,New South Wales,,Spearfishing,M,21,"Disappeared while diving, speargun recovered, 2 large sharks in vicinity.",,Shark involvement prior to death was not confirmed,Feb,1.0,South Hemisphere,summer
Feb,1958,Provoked,USA,US Virgin Islands,Water Island,Spearfishing on Scuba,M,18,Chest bitten by speared shark PROVOKED INCIDENT,N,"Nurse shark, 1.5 m [5'] ",Feb,1.0,North Hemisphere,winter
Jan,1958,Unprovoked,AUSTRALIA,New South Wales,5 miles south of Sussex Inlet at mouth of Berara Lake,Spearfishing / swimming on surface,M,17,Right leg lacerated,N,,Jan,1.0,South Hemisphere,summer
Jan,1958,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,Body surfing,M,14,"Laceration to left ankle, heel and little toe",N,6' shark,Jan,1.0,South Hemisphere,summer
Jan,1958,Invalid,JAPAN,Ibaraki Prefecture,Mito,,M,50,Torso recovered from 206-lb shark,,Shark involvement prior to death was not confirmed,Jan,1.0,North Hemisphere,winter
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Standing,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,1.8 m [6'] shark,Dec,0.0,South Hemisphere,summer
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Splash Rock, Port Edward",Skindiving,M,20,Lacerations on head & neck,N,,Dec,1.0,South Hemisphere,summer
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Floating,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,>3 m [10'] shark,Dec,1.0,South Hemisphere,summer
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Uvongo,Standing,M,15,"FATAL, multiple, severe injuries  ",Y,,Dec,1.0,South Hemisphere,summer
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Karridene,Body surfing,M,16,"Left leg severed at knee, part of left thigh removed",N,,Dec,1.0,South Hemisphere,summer
Oct,1957,Unprovoked,SOLOMON ISLANDS,Honiara,Honiara,,M,22,FATAL,Y,,Oct,1.0,South Hemisphere,spring
Oct,1957,Unprovoked,SOLOMON ISLANDS,Honiara,Honiara,,F,28,FATAL,Y,,Oct,0.0,South Hemisphere,spring
Jul,1957,Unprovoked,USA,North Carolina,"Salter Path, Atlantic Beach, Carteret County",Swimming,M,57,"FATAL, knee bitten  ",Y,White shark,Jul,1.0,North Hemisphere,summer
Jul,1957,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving for trochus,M,36,Right hand and arm bitten,N,9' shark,Jul,1.0,South Hemisphere,winter
May,1957,Unprovoked,AUSTRALIA,New South Wales,"Tea Gardens, north of Newcastle",Competing in spearfishing championship & towing dead fish,M,28,Thigh bitten & few lacerations on abdomen & buttock,N,4.6 m [15'] shark,May,1.0,South Hemisphere,autumn
Apr,1957,Unprovoked,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,White shark,Apr,1.0,North Hemisphere,spring
Apr,1957,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Surfing,M,15,Minor injuries,N,Wobbegong shark?,Apr,1.0,South Hemisphere,autumn
Apr,1957,Provoked,USA,Florida,"Ormond Beach, Volusia County",Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,4 m [13'] shark,Apr,1.0,North Hemisphere,spring
Apr,1957,Unprovoked,AUSTRALIA,Torres Strait,"Thursday Island Harbour, Queensland",Swimming between  anchored  pearling luggers,M,22,"Left arm bitten, surgically amputated",N,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,1.0,South Hemisphere,autumn
Apr,1957,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Kieta,Diving from canoe,M,17,Injured while Sonieva was transferred to another canoe,N,,Apr,1.0,South Hemisphere,autumn
Apr,1957,Unprovoked,SOLOMON ISLANDS,Bougainville (North Solomons),Kieta,Diving from canoe,M,15,Leg severed,N,,Apr,1.0,South Hemisphere,autumn
Jan,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umgeni River Mouth,Wading,M,12,FATAL,Y,,Jan,1.0,South Hemisphere,summer
Dec,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island (south end),Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed ",Y,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,1.0,South Hemisphere,summer
Dec,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island,Spearfishing,M,16,"FATAL, left arm, shoulder & chest bitten ",Y,,Dec,1.0,South Hemisphere,summer
Dec,1956,Provoked,NEW ZEALAND,North Island,North Auckland,Fishing,M,70,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,N,"Mako shark, 125-lb ",Dec,1.0,South Hemisphere,summer
Oct,1956,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Free diving for sinkers,M,29,Right heel lacerated & swim fin removed by shark,N,"White shark, according to witnesses",Oct,1.0,South Hemisphere,spring
Oct,1956,Unprovoked,SENEGAL,"Near Dakar, Cap Vert Peninsula",Isle de Gorée,"Skindiving, fish at belt",M,19,Right thigh bitten,N,Lemon shark,Oct,1.0,North Hemisphere,autumn
Sep,1956,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surf fishing,M,27,Posterior left ankle bitten,N,a sand shark,Sep,1.0,North Hemisphere,autumn
Aug,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point or Fishermans Island, Port Moresby",Fishing ,M,34,"FATAL, tissue removed from abdomen & thigh  ",Y,4.3 m [14'] shark,Aug,1.0,South Hemisphere,winter
Aug,1956,Unprovoked,USA,Puerto Rico,North coast,Skin diving,M,13,FATAL,Y,,Aug,1.0,North Hemisphere,summer
Aug,1956,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",N,"White shark, 2.7 m [9'] ",Aug,1.0,North Hemisphere,summer
Aug,1956,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",Free diving for crayfish,M,23,"No injury, right swim fin bitten",N,,Aug,1.0,South Hemisphere,winter
Jul,1956,Provoked,USA,Puerto Rico,Aquadilla,Floating in inner tube,M,13,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,Y,,Jul,1.0,North Hemisphere,summer
Jul,1956,Provoked,USA,California,"Van Ness Municipal Pier, San Francisco",Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,N,8-lb shark,Jul,1.0,North Hemisphere,summer
Jul,1956,Unprovoked,MALTA,St. Thomas Bay,Marsascala,Swimming,M,40,FATAL,Y,White shark,Jul,1.0,North Hemisphere,summer
Jul,1956,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Wading,F,38,Lacerations to legs,N,,Jul,0.0,North Hemisphere,summer
Jul,1956,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,7,Arm & leg injured,N,,Jul,1.0,North Hemisphere,summer
Jun,1956,Boating,PORTUGAL,Madeira,Off Funchal,Longling fishing,M,23,"FATAL. Shark sank fishing boat, causing death by drowning",Y,,Jun,1.0,North Hemisphere,summer
May,1956,Unprovoked,CUBA,,,"Free diving, working on U/W scenes for motion picture",M,30,FATAL,Y,,May,1.0,North Hemisphere,spring
Mar,1956,Unprovoked,AUSTRALIA,New South Wales,"Cronulla, near Sydney",Bathing,M,13,"Right thigh gashed, swim fin torn",N,,Mar,1.0,South Hemisphere,autumn
Mar,1956,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near entrance to Port Phillip Bay","Swimming, attacked at  surf carnival",M,26,FATAL,Y,3.7 m [12'] shark & may have been another shark nearby,Mar,1.0,South Hemisphere,autumn
Feb,1956,Unprovoked,AUSTRALIA,Queensland,Pioneer River near Mackay,Diving into water,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Y,1.8 m [6'] shark,Feb,1.0,South Hemisphere,summer
Feb,1956,Unprovoked,AUSTRALIA,Victoria,Cowes,Swimming,M,8,Punctures to calves,N,,Feb,1.0,South Hemisphere,summer
Jan,1956,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,Diving for trochus,M,18,Lacerations to thighs,N,,Jan,1.0,South Hemisphere,summer
Jan,1956,Unprovoked,COSTA RICA,,San Juan River,Swimming,M,33,"FATAL, leg severed ",Y,,Jan,1.0,North Hemisphere,winter
Jan,1956,Unprovoked,AUSTRALIA,New South Wales,North Bondi,Surf skiing,M,25,"No injury, shark bumped his 17' ski",N,5' to 6' shark,Jan,1.0,South Hemisphere,summer
Nov,1955,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kalautu Village, Baibara at the mouth of Oibada River",Swimming,M,8,Right thigh bitten,N,Wobbegong shark,Nov,1.0,South Hemisphere,spring
Oct,1955,Provoked,AUSTRALIA,Queensland,"Tully, North Queensland",Spearfishing & lassoed shark,M,28,Lassoed shark bit his hand PROVOKED INCIDENT,N,6' shark,Oct,1.0,South Hemisphere,spring
Sep,1955,Unprovoked,USA,California,"Venice Beach, Los Angeles County",Swimming near breakwater,M,16,Dorsum of right foot lacerated,N,,Sep,1.0,North Hemisphere,autumn
Aug,1955,Provoked,USA,California,"Zuma Beach, Santa Monica, Los Angeles County",Surfing,M,25,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT",N,5' thresher or blue shark. The shark  was killed following the incident,Aug,1.0,North Hemisphere,summer
Aug,1955,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Opatija,Swimming,F,32,FATAL,Y,White shark,Aug,0.0,North Hemisphere,summer
Aug,1955,Unprovoked,AMERICAN SAMOA,Tutuila Island,Pago Pago Bay,Swimming,M,28,"FATAL, abdomen bitten  ",Y,Blue shark,Aug,1.0,North Hemisphere,summer
Jul,1955,Unprovoked,JAPAN,Okayama Prefecture,Usimado-no-Seto,,M,22,FATAL,Y,Blue shark,Jul,1.0,North Hemisphere,summer
Jun,1955,Unprovoked,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,Wading,M,13,Bites on legs & thighs,N,0.7 m [2.5'] sand shark,Jun,1.0,North Hemisphere,summer
May,1955,Provoked,USA,California,"Malibu, Los Angeles County",Spearfishing,M,28,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,N,2 m [6.75'] shark,May,1.0,North Hemisphere,spring
Mar,1955,Unprovoked,AUSTRALIA,New South Wales,Wamberal,Body surfing,M,22,FATAL,Y,,Mar,1.0,South Hemisphere,autumn
Feb,1955,Unprovoked,USA,California,"Pacific Grove, Monterey County",Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",N,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,1.0,North Hemisphere,winter
Feb,1955,Unprovoked,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbor, Sydney",Swimming,M,25,"FATAL, legs bitten ",Y,3.6 m  white shark  (or bronze whaler),Feb,1.0,South Hemisphere,summer
Feb,1955,Unprovoked,INDIA,Tamil Nadu,"Vanagiri, Madras (Chennai), Bay of Bengal",Fishing,M,25,Leg bitten,N,,Feb,1.0,North Hemisphere,winter
Jan,1955,Unprovoked,AUSTRALIA,New South Wales,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",Hunting lobsters in 2.4 m of water,M,13,"FATAL, anterior left leg & right calf bitten, no tissue lost  ",Y,"Bronze whaler shark,3.7 m [12'] ",Jan,1.0,South Hemisphere,summer
Dec,1954,Unprovoked,AMERICAN SAMOA,Tutuila Island,Near tuna cannery in Pago Pago Harbor,Dived overboard & was swimming near stern of trawler,M,27,FATAL,Y,,Dec,1.0,North Hemisphere,winter
Dec,1954,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Swimming,M,23,FATAL,Y,,Dec,1.0,South Hemisphere,summer
Dec,1954,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Swimming,M,16,Shallow lacerations on torso,N,,Dec,1.0,South Hemisphere,summer
Oct,1954,Provoked,UNITED KINGDOM,Isle of Man,Off Fleetwood,Fishing  (trawling),M,62,Arm broken by tail of netted shark PROVOKED INCIDENT,N,20' shark,Oct,1.0,North Hemisphere,autumn
Oct,1954,Invalid,JAPAN,Nagasaki Prefecture,Oomura Bay,,M,13,Body found in gut of 2000-lb white shark,,Shark involvement prior to death was not confirmed,Oct,1.0,North Hemisphere,autumn
Sep,1954,Unprovoked,USA,California,"La Jolla, San Diego County",Swimming,M,35,Minor bruises & abrasions on leg,N,1.5 m [5'] shark,Sep,1.0,North Hemisphere,autumn
Sep,1954,Unprovoked,HONG KONG,,Junk Bay,Swimming,M,20,"FATAL, leg severely bitten",Y,,Sep,1.0,North Hemisphere,autumn
Sep,1954,Unprovoked,AUSTRALIA,Torres Strait,"Darnley Island, Torres Strait","Spearfishing, hunting crayfish",M,35,"FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died ",Y,9' shark,Sep,1.0,South Hemisphere,spring
Jul,1954,Unprovoked,ECUADOR,Galapagos Islands,,"Tuna fishing, standing on stern platform that was submerged by waves",M,34,4 lacerations on dorsum of right foot ,N,,Jul,1.0,South Hemisphere,winter
Jul,1954,Unprovoked,SINGAPORE,,Singapore Harbor,Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police,M,28,"FATAL, abdomen, buttock, right thigh & hands bitten ",Y,,Jul,1.0,North Hemisphere,summer
Jul,1954,Unprovoked,BERMUDA,South shore ,Elbow Beach,Swimming,M,22,"Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands",N,"2.4 m [8'] shark, possibly a dusky shark",Jul,1.0,North Hemisphere,summer
Jun,1954,Provoked,USA,California,"Santa Monica, Los Angeles County",Grabbed shark & threw it on deck,M,35,Right elbow & forearm lacerated  PROVOKED INCIDENT,N,,Jun,1.0,North Hemisphere,summer
Jun,1954,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Pearl diving from lugger Whyalla,M,30,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,2.4 m [8']  shark,Jun,1.0,South Hemisphere,winter
Feb,1954,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,23,"FATAL, right thigh bitten ",Y,,Feb,1.0,South Hemisphere,summer
Jan,1954,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,Spearfishing,M,30,Severe laceration to arm,N,,Jan,1.0,South Hemisphere,summer
Jan,1954,Unprovoked,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",Floating,M,18,"Arm & left calf bitten, right leg lacerated",N,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,1.0,South Hemisphere,summer
Jan,1954,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Crouching in the water,M,26,Back & thighs lacerated,N,14' shark,Jan,1.0,South Hemisphere,summer
Dec,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,23,Lacerations to arm,N,,Dec,1.0,South Hemisphere,summer
Dec,1953,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,M,16,Bruised shoulder chest & foot,N,,Dec,1.0,South Hemisphere,summer
Sep,1953,Unprovoked,PHILIPPINES,Luzon Island,Bohol,,M,23,FATAL,Y,,Sep,1.0,North Hemisphere,autumn
Sep,1953,Unprovoked,USA,New York,Rockaway Beach,Surf fishing,M,15,Laceration to right lower leg,N,80-lb sand shark,Sep,1.0,North Hemisphere,autumn
Jul,1953,Unprovoked,MEXICO,Colima,Manzanillo,Wading,F,18,FATAL,Y,,Jul,0.0,North Hemisphere,summer
Jul,1953,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,15,"FATAL, thigh bitten",Y,3 m [10'] shark seen in vicinity,Jul,1.0,North Hemisphere,summer
Jul,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,26,Lower left leg severely bitten,N,,Jul,0.0,North Hemisphere,summer
Jul,1953,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore ,Retrieving bait box that had fallen overboard,M,19,Hand severely bitten,N,,Jul,1.0,North Hemisphere,summer
Apr,1953,Unprovoked,USA,Texas,South Padre Island,Swimming,F,19,Lacerations to right foot,N,,Apr,0.0,North Hemisphere,spring
Feb,1953,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,Spearfishing,M,25,"Shark tore off face mask, divers face, nose & chin lacerated",N,Wobbegong shark,Feb,1.0,South Hemisphere,summer
Jan,1953,Provoked,AUSTRALIA,South Australia,Largs Bay,Fishing,M,61,Finger bitten by hooked shark PROVOKED INCIDENT,N,,Jan,1.0,South Hemisphere,summer
Dec,1952,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,"Fishing, setting nets",M,25,Bitten on thigh and buttocks,N,2.4 m [8'] shark,Dec,1.0,South Hemisphere,summer
Aug,1952,Provoked,ITALY,Genoa  Province,Riva Trigoso,Fishing,M,17,Bitten by hooked shark                      PROVOKED INCIDENT,N,200-lb shark,Aug,1.0,North Hemisphere,summer
Dec,1952,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,17,"FATAL, leg lacerated  ",Y,"White shark,4.6 m [15'] ",Dec,1.0,North Hemisphere,winter
Dec,1952,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,40,"FATAL, left arm severed below the elbow ",Y,>6.7 m [22']  shark,Dec,1.0,North Hemisphere,winter
Aug,1952,Invalid,SOUTH AFRICA,Eastern Cape Province,Nelsons Rock,,M,18,"Possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female Zambesi shark ",,Shark involvement prior to death was not confirmed,Aug,1.0,South Hemisphere,winter
Aug,1952,Provoked,ITALY,Teramo,Giulianova,Fishing,,19,Multiple injuries PROVOKED INCIDENT,Y,2m shark,Aug,,North Hemisphere,summer
Jul,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,43,Finger bitten by hooked shark PROVOKED INCIDENT,N,a small shark',Jul,1.0,North Hemisphere,summer
Jul,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,34,Thumb bitten by hooked shark PROVOKED INCIDENT,N,a small shark',Jul,1.0,North Hemisphere,summer
Jul,1952,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,34,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,,Jul,1.0,North Hemisphere,summer
Dec,1951,Unprovoked,MOZAMBIQUE,Bay of Maputu,Catembe ,Swimming,M,15,"FATAL, right leg, thighs & hands bitten  ",Y,,Dec,1.0,South Hemisphere,summer
Dec,1951,Provoked,AUSTRALIA,New South Wales,North Bondi,Spearfishing,M,18,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,"Wobbegong shark, 1.8 m [6'] ",Dec,1.0,South Hemisphere,summer
Dec,1951,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Treading water,M,21,FATAL,Y,2.4 m [8']  shark,Dec,1.0,South Hemisphere,summer
